city,date,death,temp,dewpoint,pm10,o3,time,season
chic,10/24/1989,127,64,57.875,49.77375614,12.8629881,1028,autumn
chic,10/25/1989,128,65.5,55.75,52.47650052,16.98677938,1029,autumn
chic,10/26/1989,119,62.5,50.125,66.11137784,18.43111185,1030,autumn
chic,10/27/1989,117,62.5,42.875,68.58578712,19.40803161,1031,autumn
chic,10/28/1989,106,63.5,41.5,54.74317515,20.96157129,1032,autumn
chic,10/29/1989,130,64.5,49.875,46.74758524,27.35483632,1033,autumn
chic,10/30/1989,109,65,52.5,44.20215055,20.4396742,1034,autumn
chic,10/31/1989,108,45.5,31.125,21.55758959,6.023017558,1035,autumn
chic,11/1/1989,112,43,34.75,34.04315035,7.074218969,1036,autumn
chic,11/2/1989,117,35,24.125,26.98745344,12.80297518,1037,autumn
chic,11/3/1989,104,31,25.75,25.40516206,8.423745088,1038,autumn
chic,11/4/1989,97,46.5,29.75,29.29310017,11.15655824,1039,autumn
chic,11/5/1989,130,54,50,37.32115115,19.81700816,1040,autumn
chic,11/6/1989,114,45.5,37.75,25.81124421,10.34710028,1041,autumn
chic,11/7/1989,113,45.5,39.625,21.76697838,13.24836659,1042,autumn
chic,11/8/1989,106,45,35,27.40505207,8.685127811,1043,autumn
chic,11/9/1989,127,39.5,35.5,16.49657567,12.12851643,1044,autumn
chic,11/10/1989,122,38,28.125,26.43295747,13.16242235,1045,autumn
chic,11/11/1989,140,46.5,30.125,29.46850213,12.06553762,1046,autumn
chic,11/12/1989,106,38.5,30.375,18.06725977,16.57280703,1047,autumn
chic,11/13/1989,112,59,53,NA,22.2770678,1048,autumn
chic,11/14/1989,108,54,45,27.93642217,14.74505294,1049,autumn
chic,11/15/1989,118,40.5,32.875,21.06300923,7.863623342,1050,autumn
chic,11/16/1989,136,26,11.375,17.39922252,18.81991438,1051,autumn
chic,11/17/1989,127,24.5,19.75,36.09095212,10.77943895,1052,autumn
chic,11/18/1989,127,21,11.75,20.9141801,13.24890624,1053,autumn
chic,11/19/1989,108,37,30,27.20152195,12.92372394,1054,autumn
chic,11/20/1989,127,45.5,19.5,45.29615724,15.51066755,1055,autumn
chic,11/21/1989,97,30,19.625,30.74462399,19.78906514,1056,autumn
chic,11/22/1989,109,26.5,21.25,30.59730735,12.10135797,1057,autumn
chic,11/23/1989,106,18.5,16.875,26.06466663,15.011648,1058,autumn
chic,11/24/1989,134,27.5,24.375,29.1786639,5.79215315,1059,autumn
chic,11/25/1989,121,44,35,33.27604177,7.234452927,1060,autumn
chic,11/26/1989,115,38.5,29,29.44386872,7.638723947,1061,autumn
chic,11/27/1989,139,51,42.375,NA,13.31295633,1062,autumn
chic,11/28/1989,125,28.5,12.625,27.03516179,18.36923982,1063,autumn
chic,11/29/1989,96,20.5,14.75,26.1016073,15.03699151,1064,autumn
chic,11/30/1989,98,34,25.125,31.50079277,9.671618151,1065,autumn
chic,12/1/1989,123,38,28,50.33038566,8.569731124,1066,autumn
chic,12/2/1989,114,29,9,53.27061717,16.66250069,1067,autumn
chic,12/3/1989,123,20,5,19.9802881,21.8004205,1068,autumn
chic,12/4/1989,150,33.5,24.625,36.71555899,11.46409516,1069,autumn
chic,12/5/1989,104,39.5,31.875,38.93156302,8.057243808,1070,autumn
chic,12/6/1989,131,29,7.25,23.23026453,12.94975769,1071,autumn
chic,12/7/1989,111,17,2.625,32.94765418,15.87457751,1072,autumn
chic,12/8/1989,120,21.5,13.625,38.40701036,16.46707522,1073,autumn
chic,12/9/1989,140,28.5,19.625,31.59040537,11.95105452,1074,autumn
chic,12/10/1989,118,31,22.875,26.81463054,13.45798751,1075,autumn
chic,12/11/1989,136,19.5,6.5,35.78993701,12.92872784,1076,autumn
chic,12/12/1989,125,11,0.5,38.63950374,12.01444166,1077,autumn
chic,12/13/1989,122,13,14.375,43.5581045,13.46371918,1078,autumn
chic,12/14/1989,126,8,-6.875,34.59975257,12.4256607,1079,autumn
chic,12/15/1989,105,3.5,2.625,46.17982422,11.6123288,1080,autumn
chic,12/16/1989,129,2.5,-4.5,33.93137502,12.63170567,1081,autumn
chic,12/17/1989,123,9.5,2.625,31.93232202,10.72255946,1082,autumn
chic,12/18/1989,156,9.5,2.625,42.98098714,9.639913266,1083,autumn
chic,12/19/1989,160,7.5,-3.625,39.85654221,12.00539534,1084,autumn
chic,12/20/1989,121,0,-2.875,23.35257512,14.06175952,1085,autumn
chic,12/21/1989,157,-6.5,-23,44.62965994,20.54801914,1086,autumn
chic,12/22/1989,163,-4.5,-11.875,44.54263952,12.04850932,1087,autumn
chic,12/23/1989,156,-1,-9.375,33.54098027,9.362127427,1088,autumn
chic,12/24/1989,136,5,7.5,24.80593578,10.65896099,1089,autumn
chic,12/25/1989,155,24.5,26.75,NA,12.6937607,1090,autumn
chic,12/26/1989,160,12,3.25,NA,20.21163607,1091,autumn
chic,12/27/1989,169,20.5,20,29.42248935,13.05146323,1092,autumn
chic,12/28/1989,157,27,32,15.72030684,9.02550604,1093,autumn
chic,12/29/1989,172,34.5,30.625,35.72986097,7.287967107,1094,autumn
chic,12/30/1989,155,32.5,32,35.6036052,6.425596067,1095,autumn
chic,12/31/1989,186,30.5,24.625,37.77914341,9.273541404,1096,autumn
chic,1/1/1990,157,27.5,19.75,NA,17.7470086,1097,winter
chic,1/2/1990,168,33,28.75,NA,8.844803323,1098,winter
chic,1/3/1990,166,39,39.75,30.34526206,9.38275168,1099,winter
chic,1/4/1990,140,36,23.5,24.11648108,10.35767062,1100,winter
chic,1/5/1990,150,29.5,27.625,33.66730078,8.201424532,1101,winter
chic,1/6/1990,156,30,25,43.31098271,8.260523773,1102,winter
chic,1/7/1990,146,35,30.375,28.15955553,9.878363512,1103,winter
chic,1/8/1990,133,37,33.625,28.61159282,8.680118195,1104,winter
chic,1/9/1990,168,38,31.125,26.10024941,11.24797231,1105,winter
chic,1/10/1990,148,32.5,29.125,28.71150637,10.48314541,1106,winter
chic,1/11/1990,157,38,21.625,102.5154576,20.99125209,1107,winter
chic,1/12/1990,155,26,10.5,60.34238777,22.42621635,1108,winter
chic,1/13/1990,121,23,18.375,20.25193966,11.44037314,1109,winter
chic,1/14/1990,130,36.5,27,23.79185072,10.25212099,1110,winter
chic,1/15/1990,135,41,31.125,46.28671058,8.939960868,1111,winter
chic,1/16/1990,150,47.5,52.125,NA,5.91223306,1112,winter
chic,1/17/1990,138,45,37.125,25.57839063,13.86900068,1113,winter
chic,1/18/1990,111,32,22.5,33.20862069,16.46507474,1114,winter
chic,1/19/1990,118,30.5,22.875,39.31599774,16.73777441,1115,winter
chic,1/20/1990,137,35.5,34,32.15234916,9.165250275,1116,winter
chic,1/21/1990,120,30,27.625,15.84213362,12.84794873,1117,winter
chic,1/22/1990,134,36.5,30.625,19.87934745,10.64334693,1118,winter
chic,1/23/1990,117,39.5,38.375,33.8237699,8.359990601,1119,winter
chic,1/24/1990,129,40,31.875,18.93324157,11.11023651,1120,winter
chic,1/25/1990,133,30.5,20,26.94652674,15.02945945,1121,winter
chic,1/26/1990,105,25.5,27.75,30.54150667,10.03747205,1122,winter
chic,1/27/1990,104,37.5,19.5,22.94707043,21.64305925,1123,winter
chic,1/28/1990,116,30.5,18.125,32.82861375,11.27068809,1124,winter
chic,1/29/1990,112,34,17.5,49.19014966,6.078548601,1125,winter
chic,1/30/1990,129,34.5,21.375,30.01653167,13.233136,1126,winter
chic,1/31/1990,122,30.5,33.875,32.96393551,14.67295053,1127,winter
chic,2/1/1990,119,41,31.75,29.00566737,17.21112622,1128,winter
chic,2/2/1990,132,30,25.875,29.48498775,24.97325627,1129,winter
chic,2/3/1990,129,33,31,27.43222844,7.840277407,1130,winter
chic,2/4/1990,119,34,28.5,20.34443281,24.16124099,1131,winter
chic,2/5/1990,116,41.5,36.75,26.06837243,13.08948433,1132,winter
chic,2/6/1990,125,38.5,36.625,33.55749323,7.168470445,1133,winter
chic,2/7/1990,116,37,37.25,38.38795953,10.40226645,1134,winter
chic,2/8/1990,124,50,47.625,34.46478815,22.35849335,1135,winter
chic,2/9/1990,99,41.5,22.375,42.04990681,17.24678506,1136,winter
chic,2/10/1990,132,32,24.75,23.02186012,14.61451156,1137,winter
chic,2/11/1990,131,28.5,20.125,31.66104437,17.83014725,1138,winter
chic,2/12/1990,135,38.5,40.375,35.38559838,12.19421366,1139,winter
chic,2/13/1990,143,41,23.5,NA,25.1713221,1140,winter
chic,2/14/1990,120,27,25,14.14541498,30.68327772,1141,winter
chic,2/15/1990,149,29.5,29,25.11416212,25.0558789,1142,winter
chic,2/16/1990,140,27.5,15.625,23.18590354,19.78990144,1143,winter
chic,2/17/1990,114,21,14.75,28.81180058,17.9160824,1144,winter
chic,2/18/1990,131,32,26.375,26.42112074,20.0701389,1145,winter
chic,2/19/1990,124,24,6.875,33.19456832,22.14257162,1146,winter
chic,2/20/1990,104,20.5,15.5,46.6114082,13.29206682,1147,winter
chic,2/21/1990,108,34,30.125,33.16230051,12.63674081,1148,winter
chic,2/22/1990,115,36,32,22.67873827,15.15291818,1149,winter
chic,2/23/1990,135,32.5,25.75,21.66460696,22.6161539,1150,winter
chic,2/24/1990,117,21,-2.5,73.49338079,28.99280027,1151,winter
chic,2/25/1990,100,11,-2.625,25.88256704,23.67495228,1152,winter
chic,2/26/1990,131,23,22,24.08171959,15.93734107,1153,winter
chic,2/27/1990,119,32.5,14.5,36.32683553,20.46375459,1154,winter
chic,2/28/1990,122,24.5,12.625,29.41687879,24.2992909,1155,winter
chic,3/1/1990,123,30.5,25.25,37.41250238,16.77507856,1156,winter
chic,3/2/1990,133,39.5,28.25,37.03639475,18.35874649,1157,winter
chic,3/3/1990,115,29,9,22.92920064,29.87141276,1158,winter
chic,3/4/1990,121,30.5,22.625,26.24091252,20.82484747,1159,winter
chic,3/5/1990,143,33,26.625,26.95953997,25.9834886,1160,winter
chic,3/6/1990,112,29,13.75,27.29938108,34.60706826,1161,winter
chic,3/7/1990,99,29.5,21.75,43.9027563,28.26140412,1162,winter
chic,3/8/1990,115,40.5,46.625,27.44441392,9.692052964,1163,winter
chic,3/9/1990,113,46,43.375,35.25124765,13.04334502,1164,winter
chic,3/10/1990,135,51,45.625,34.1746621,10.38880084,1165,winter
chic,3/11/1990,121,57.5,61.125,28.72097395,20.05106185,1166,winter
chic,3/12/1990,142,70.5,56.625,24.14115877,30.59490802,1167,winter
chic,3/13/1990,127,67,61.375,30.53423616,16.24097282,1168,winter
chic,3/14/1990,112,65,55.75,31.94852941,24.86527232,1169,winter
chic,3/15/1990,116,57.5,39.125,22.61306208,30.50794383,1170,winter
chic,3/16/1990,111,51,35.75,29.26768244,29.79794603,1171,winter
chic,3/17/1990,126,41,26.25,28.22370707,36.49579443,1172,winter
chic,3/18/1990,128,36,22.5,15.42419091,29.36903666,1173,winter
chic,3/19/1990,123,26.5,11,29.82978809,24.65352357,1174,winter
chic,3/20/1990,123,33,24.5,37.4057234,16.92063855,1175,winter
chic,3/21/1990,114,47.5,34.5,46.25957726,21.99126475,1176,winter
chic,3/22/1990,121,45,37.125,37.3436585,20.36766941,1177,winter
chic,3/23/1990,106,31,9.125,30.3786583,28.51032858,1178,winter
chic,3/24/1990,111,31,15.375,25.44497729,25.05898167,1179,winter
chic,3/25/1990,108,34.5,22.375,28.56944965,23.04608649,1180,winter
chic,3/26/1990,126,33,20.5,17.6888348,24.35192655,1181,winter
chic,3/27/1990,100,35.5,21.375,60.56131206,14.81445075,1182,winter
chic,3/28/1990,127,41.5,25.75,37.2007098,17.93977687,1183,winter
chic,3/29/1990,103,41.5,40.375,41.75757678,14.4303512,1184,winter
chic,3/30/1990,107,41.5,35.75,36.1316199,20.86591559,1185,winter
chic,3/31/1990,92,41.5,41.5,59.83610164,18.51013596,1186,winter
chic,4/1/1990,103,48,43,33.09885754,15.8112037,1187,spring
chic,4/2/1990,127,38,29.875,20.25225001,17.41865459,1188,spring
chic,4/3/1990,128,41.5,27.25,31.26562969,22.74695657,1189,spring
chic,4/4/1990,99,43,37,45.33208539,11.45889586,1190,spring
chic,4/5/1990,120,38,16.625,28.20019824,17.51580345,1191,spring
chic,4/6/1990,107,31,17.125,40.73650603,17.80975796,1192,spring
chic,4/7/1990,118,33.5,16.5,29.9396219,18.04451709,1193,spring
chic,4/8/1990,92,46,30.375,31.32930058,22.48176895,1194,spring
chic,4/9/1990,155,51,44.125,42.69941461,19.09791767,1195,spring
chic,4/10/1990,125,41.5,22.25,26.05338735,19.76177185,1196,spring
chic,4/11/1990,114,36,17.5,23.98569251,18.83693079,1197,spring
chic,4/12/1990,116,35,23.625,31.65751701,18.88666605,1198,spring
chic,4/13/1990,155,41.5,41.625,38.78249153,16.58495996,1199,spring
chic,4/14/1990,98,48.5,36.375,34.40863991,23.02561419,1200,spring
chic,4/15/1990,103,48.5,32.75,39.6887224,24.65668085,1201,spring
chic,4/16/1990,116,48,39.875,NA,21.63895831,1202,spring
chic,4/17/1990,106,39,20.375,25.81618026,25.59238773,1203,spring
chic,4/18/1990,108,41.5,22.125,32.22389347,21.71890306,1204,spring
chic,4/19/1990,114,49.5,45.75,42.81884615,19.8029068,1205,spring
chic,4/20/1990,113,56,56.875,32.10661265,7.986076765,1206,spring
chic,4/21/1990,102,55.5,39.125,25.89345991,18.50293628,1207,spring
chic,4/22/1990,103,55.5,44.75,93.88396624,24.84029579,1208,spring
chic,4/23/1990,112,65.5,58.375,49.86472849,31.04375008,1209,spring
chic,4/24/1990,118,76.5,56.875,43.90156545,30.12368463,1210,spring
chic,4/25/1990,106,76.5,61,64.1293456,26.18113406,1211,spring
chic,4/26/1990,140,75,57,55.21080796,32.29973509,1212,spring
chic,4/27/1990,114,73.5,56.125,60.01487163,36.19699628,1213,spring
chic,4/28/1990,117,61,48.75,28.77550105,25.51574783,1214,spring
chic,4/29/1990,115,58.5,51,32.70474848,18.29927159,1215,spring
chic,4/30/1990,116,55,31.25,49.91964371,17.02028183,1216,spring
chic,5/1/1990,101,52,26,47.93371606,26.40813121,1217,spring
chic,5/2/1990,119,54,33.625,64.25423601,24.98927819,1218,spring
chic,5/3/1990,117,51.5,44.5,51.52926236,24.13489527,1219,spring
chic,5/4/1990,116,46.5,41.625,24.20942213,32.69751225,1220,spring
chic,5/5/1990,109,51,45.125,33.21936347,34.79889184,1221,spring
chic,5/6/1990,110,52.5,44.5,28.7500291,25.7748997,1222,spring
chic,5/7/1990,114,62.5,48.875,55.66975871,35.11153569,1223,spring
chic,5/8/1990,115,70.5,55.75,65.85662464,46.073586,1224,spring
chic,5/9/1990,125,62.5,56.875,81.73743601,31.36957966,1225,spring
chic,5/10/1990,109,43.5,36.75,19.79923681,19.26987065,1226,spring
chic,5/11/1990,115,49.5,36.25,31.6288165,23.54101677,1227,spring
chic,5/12/1990,114,50.5,48,29.28457291,26.21424856,1228,spring
chic,5/13/1990,109,54.5,43,31.8740031,43.10587177,1229,spring
chic,5/14/1990,110,56.5,59.125,30.45608891,23.31582879,1230,spring
chic,5/15/1990,103,55.5,54,54.57778076,14.99350274,1231,spring
chic,5/16/1990,131,66.5,57.25,29.5341689,25.62951824,1232,spring
chic,5/17/1990,120,56,41.625,70.72315879,28.23398123,1233,spring
chic,5/18/1990,92,60.5,43.625,62.94491739,31.92219667,1234,spring
chic,5/19/1990,133,62.5,63,27.82100648,26.71689568,1235,spring
chic,5/20/1990,101,54.5,46.125,20.03472317,21.42712821,1236,spring
chic,5/21/1990,102,52.5,41.5,18.72493181,21.23856492,1237,spring
chic,5/22/1990,107,52.5,40.75,21.50832163,22.87670743,1238,spring
chic,5/23/1990,109,57,50.125,51.591061,21.90263358,1239,spring
chic,5/24/1990,112,61.5,50,50.00623114,31.10352093,1240,spring
chic,5/25/1990,126,56.5,56.25,31.86706495,26.40850926,1241,spring
chic,5/26/1990,107,59.5,51.375,49.4825595,38.90719384,1242,spring
chic,5/27/1990,110,63,46,40.22568337,50.27555981,1243,spring
chic,5/28/1990,106,62.5,44.25,30.9175737,40.81222244,1244,spring
chic,5/29/1990,113,55,29.375,28.06055476,30.68910187,1245,spring
chic,5/30/1990,110,53.5,33.375,43.998337,30.218958,1246,spring
chic,5/31/1990,120,57.5,41.125,60.7777667,28.53837111,1247,spring
chic,6/1/1990,95,74,65.625,62.06489613,37.01974478,1248,spring
chic,6/2/1990,140,74.5,55.625,84.81108144,30.48667692,1249,spring
chic,6/3/1990,119,61,41.5,106.233273,25.80250611,1250,spring
chic,6/4/1990,114,53,30.625,24.44707667,22.53439801,1251,spring
chic,6/5/1990,116,53,51.375,41.23710966,14.11361143,1252,spring
chic,6/6/1990,123,69,48.875,49.77961404,21.12792344,1253,spring
chic,6/7/1990,117,65.5,53.875,49.75717139,24.34083174,1254,spring
chic,6/8/1990,121,70,63.875,43.71937045,19.09775996,1255,spring
chic,6/9/1990,114,72.5,55,36.7626419,32.14345673,1256,spring
chic,6/10/1990,115,64.5,50.75,16.84174729,31.46693121,1257,spring
chic,6/11/1990,103,65.5,55.375,44.7874097,29.84510154,1258,spring
chic,6/12/1990,118,78,62.5,91.83068688,47.27993285,1259,spring
chic,6/13/1990,125,81.5,69,63.30753354,49.67817243,1260,spring
chic,6/14/1990,97,71,61.5,26.87976663,31.52212834,1261,spring
chic,6/15/1990,100,71,57.875,43.87409701,35.6693691,1262,spring
chic,6/16/1990,102,74,68.875,53.60797827,35.99301141,1263,spring
chic,6/17/1990,105,78.5,71.375,40.92672859,41.5834682,1264,spring
chic,6/18/1990,121,71,55.875,30.94048901,34.07576523,1265,spring
chic,6/19/1990,107,63,52.875,34.98090815,19.06381551,1266,spring
chic,6/20/1990,104,69,63.875,35.49174407,20.97114231,1267,spring
chic,6/21/1990,105,72,62.75,44.96852425,19.06010335,1268,spring
chic,6/22/1990,112,66.5,57.125,24.0367109,20.10293574,1269,spring
chic,6/23/1990,118,65,54.875,31.96852425,18.81946474,1270,spring
chic,6/24/1990,104,64,45.75,27.15481146,23.25420928,1271,spring
chic,6/25/1990,112,69.5,58.5,40.46852425,24.04054768,1272,spring
chic,6/26/1990,99,75.5,69.375,45.42832817,30.37352003,1273,spring
chic,6/27/1990,101,74.5,55.625,46.42832817,30.71868885,1274,spring
chic,6/28/1990,119,72.5,68.125,51.56067397,29.26349661,1275,spring
chic,6/29/1990,115,73.5,69.125,24.92832817,32.93818832,1276,spring
chic,6/30/1990,97,80,70.375,42.65665635,35.29158946,1277,spring
chic,7/1/1990,106,66.5,55.5,21.33426038,19.78898989,1278,summer
chic,7/2/1990,97,69.5,61.25,28.72262671,29.72971628,1279,summer
chic,7/3/1990,120,77,71.75,54.68666151,46.19674512,1280,summer
chic,7/4/1990,106,86.5,73.375,60.71051797,51.69294101,1281,summer
chic,7/5/1990,111,73.5,55.25,36.18666151,27.78570848,1282,summer
chic,7/6/1990,97,63,50.125,10.96684726,20.09272373,1283,summer
chic,7/7/1990,108,67,57.375,31.26215745,30.26490869,1284,summer
chic,7/8/1990,106,83.5,70.625,52.99758567,44.74320942,1285,summer
chic,7/9/1990,107,81,64,41.671875,36.56862446,1286,summer
chic,7/10/1990,102,70.5,61.625,35.67751348,23.76602533,1287,summer
chic,7/11/1990,124,67,54.875,20.16210692,27.87202738,1288,summer
chic,7/12/1990,118,66,54.625,15.0140625,22.91894802,1289,summer
chic,7/13/1990,89,62.5,53.625,15.20599602,22.20628714,1290,summer
chic,7/14/1990,98,62,58.75,26.98810051,16.24280095,1291,summer
chic,7/15/1990,105,65,62.125,30.90550149,14.95759606,1292,summer
chic,7/16/1990,91,70.5,68.5,32.12754627,26.98652984,1293,summer
chic,7/17/1990,104,78,63.75,42.86134009,41.88160702,1294,summer
chic,7/18/1990,104,78.5,67.625,45.88261687,25.80540562,1295,summer
chic,7/19/1990,111,77.5,68,49.5313287,18.11023458,1296,summer
chic,7/20/1990,96,68,63.25,16.98881988,18.70261597,1297,summer
chic,7/21/1990,106,69.5,57.875,25.99614588,23.89896017,1298,summer
chic,7/22/1990,97,68.5,61,14.42426491,29.15326803,1299,summer
chic,7/23/1990,103,68.5,57.75,38.4702765,19.79660643,1300,summer
chic,7/24/1990,108,69.5,61.5,39.73322259,18.71583822,1301,summer
chic,7/25/1990,101,72,63,39.46092158,25.67498182,1302,summer
chic,7/26/1990,96,75.5,62.5,48.59844961,32.4053206,1303,summer
chic,7/27/1990,123,74.5,65.75,75.80528174,47.53629564,1304,summer
chic,7/28/1990,125,79,70.5,87.58798048,50.22839758,1305,summer
chic,7/29/1990,103,79.5,70.375,53.89968847,34.15403751,1306,summer
chic,7/30/1990,111,69.5,58.125,21.90041408,18.41916508,1307,summer
chic,7/31/1990,96,62,49.625,16.0630077,19.0324632,1308,summer
chic,8/1/1990,100,63.5,57.625,40.72933252,23.82512809,1309,summer
chic,8/2/1990,110,69,57.375,39.56238565,32.28805229,1310,summer
chic,8/3/1990,111,75.5,69.375,64.88596848,38.81367451,1311,summer
chic,8/4/1990,114,76.5,66,20.59394901,23.56304972,1312,summer
chic,8/5/1990,133,68.5,57.75,10.64087058,20.41575176,1313,summer
chic,8/6/1990,83,61,49.625,11.26171508,17.07029055,1314,summer
chic,8/7/1990,102,63.5,54.5,29.75133853,19.65780886,1315,summer
chic,8/8/1990,101,69,56,50.33535266,21.51420917,1316,summer
chic,8/9/1990,100,69,56.5,52.94006915,28.17241431,1317,summer
chic,8/10/1990,118,72,63.625,49.72175794,32.5693351,1318,summer
chic,8/11/1990,115,73,65.375,58.41662673,42.80411074,1319,summer
chic,8/12/1990,119,68.5,64.25,33.84794372,25.8700448,1320,summer
chic,8/13/1990,117,63,51.375,18.23345912,17.4579777,1321,summer
chic,8/14/1990,98,65.5,62.125,30.51027419,17.03570914,1322,summer
chic,8/15/1990,108,74.5,66.75,51.83321572,28.84117472,1323,summer
chic,8/16/1990,114,73,68.625,59.44964724,31.95742687,1324,summer
chic,8/17/1990,96,72,71,38.21708025,13.66490157,1325,summer
chic,8/18/1990,117,80.5,75.25,29.560412,35.18948169,1326,summer
chic,8/19/1990,103,75.5,68.5,16.26204125,31.32032047,1327,summer
chic,8/20/1990,105,71.5,69.375,20.3974701,12.88469556,1328,summer
chic,8/21/1990,118,68,66.25,17.65644404,10.33282601,1329,summer
chic,8/22/1990,110,69,63.25,23.11892845,24.82413527,1330,summer
chic,8/23/1990,105,70.5,64.25,30.01038688,24.71049222,1331,summer
chic,8/24/1990,105,75,67.125,26.99774486,25.89905344,1332,summer
chic,8/25/1990,122,76.5,69.75,52.29145416,29.75890884,1333,summer
chic,8/26/1990,110,78.5,73.25,83.57988312,43.23956205,1334,summer
chic,8/27/1990,101,82.5,75.875,89.30603181,36.30317772,1335,summer
chic,8/28/1990,125,82.5,70.5,55.01767566,33.58267725,1336,summer
chic,8/29/1990,93,75.5,57.875,29.00285196,29.6481583,1337,summer
chic,8/30/1990,114,69,53.875,27.0658328,35.58882512,1338,summer
chic,8/31/1990,111,70,60.75,48.92584695,45.30390548,1339,summer
chic,9/1/1990,94,78,69.125,65.45838409,39.35598426,1340,summer
chic,9/2/1990,116,73,61.25,34.72446991,24.00334335,1341,summer
chic,9/3/1990,116,71,60.875,24.90031328,22.97138362,1342,summer
chic,9/4/1990,121,79,73.375,74.97757108,28.17761048,1343,summer
chic,9/5/1990,106,77,69.125,53.44518108,30.57295362,1344,summer
chic,9/6/1990,90,83,70.5,57.69339147,29.78138213,1345,summer
chic,9/7/1990,103,72,63.25,14.66727544,28.37136821,1346,summer
chic,9/8/1990,127,72,64.625,38.52224095,18.93290032,1347,summer
chic,9/9/1990,105,73,65.75,44.1265344,21.87645265,1348,summer
chic,9/10/1990,112,75.5,68.375,67.39142468,35.73175088,1349,summer
chic,9/11/1990,104,74,67.875,59.68601753,29.38562545,1350,summer
chic,9/12/1990,109,74.5,64.5,88.39388706,28.98044849,1351,summer
chic,9/13/1990,105,74.5,65.625,70.37218377,25.96947229,1352,summer
chic,9/14/1990,123,65.5,54.625,36.45851464,15.78457142,1353,summer
chic,9/15/1990,105,63,54,24.33362607,15.0088685,1354,summer
chic,9/16/1990,100,57,47.5,5.143276425,20.61251673,1355,summer
chic,9/17/1990,106,56,46.25,19.87771094,17.92602412,1356,summer
chic,9/18/1990,113,55.5,49.875,19.50807537,11.47458274,1357,summer
chic,9/19/1990,117,57.5,50.5,28.96993114,5.684428637,1358,summer
chic,9/20/1990,121,59.5,50.75,34.77648531,16.95908944,1359,summer
chic,9/21/1990,129,62,46.625,29.57325691,9.818607617,1360,summer
chic,9/22/1990,113,56.5,42.25,20.53745042,8.936041148,1361,summer
chic,9/23/1990,97,50.5,35.25,18.66201858,15.37876252,1362,summer
chic,9/24/1990,103,53.5,38.5,28.05135051,15.81803308,1363,summer
chic,9/25/1990,120,67,51.75,43.17616934,20.240996,1364,summer
chic,9/26/1990,128,67.5,52.625,45.73396079,14.71431498,1365,summer
chic,9/27/1990,108,65.5,51.75,46.79107884,19.63929763,1366,summer
chic,9/28/1990,127,61,54.125,39.81706479,18.41213956,1367,summer
chic,9/29/1990,112,58.5,51.125,13.88459206,16.38274742,1368,summer
chic,9/30/1990,108,52.5,40.25,15.83204997,12.56060601,1369,summer
chic,10/1/1990,110,57,38.25,44.83520062,10.03771252,1370,autumn
chic,10/2/1990,104,56.5,41.125,46.06783474,16.44552481,1371,autumn
chic,10/3/1990,122,67,58.125,29.75172295,22.18485783,1372,autumn
chic,10/4/1990,119,57.5,40.5,30.81214044,11.11997562,1373,autumn
chic,10/5/1990,117,68.5,55,30.46952898,25.18052326,1374,autumn
chic,10/6/1990,107,75,56.375,42.9268284,35.8066959,1375,autumn
chic,10/7/1990,92,55,48.5,6.928583016,21.14387688,1376,autumn
chic,10/8/1990,115,50.5,46.75,6.538176536,14.01766542,1377,autumn
chic,10/9/1990,114,47,43.5,NA,20.92196581,1378,autumn
chic,10/10/1990,109,41.5,35.25,12.04897846,12.41817357,1379,autumn
chic,10/11/1990,113,46.5,35.875,48.07075432,9.978181422,1380,autumn
chic,10/12/1990,134,48.5,42.125,68.67552603,10.21499059,1381,autumn
chic,10/13/1990,106,52,45.375,51.79925734,16.16255469,1382,autumn
chic,10/14/1990,132,53.5,48.5,24.21813182,19.59763208,1383,autumn
chic,10/15/1990,122,51,40.625,31.86728393,5.761312436,1384,autumn
chic,10/16/1990,116,56,52.25,29.67413332,14.4432088,1385,autumn
chic,10/17/1990,121,65,55.375,46.47487337,36.08773417,1386,autumn
chic,10/18/1990,119,43,28.875,13.84784908,13.76129164,1387,autumn
chic,10/19/1990,118,40.5,32.875,22.4389151,8.777300238,1388,autumn
chic,10/20/1990,133,54.5,36,25.88440856,14.97459737,1389,autumn
chic,10/21/1990,103,49,37,26.46849527,15.7938488,1390,autumn
chic,10/22/1990,107,43.5,33.875,45.52867883,9.42365854,1391,autumn
chic,10/23/1990,122,46.5,37.625,50.24144463,7.038592783,1392,autumn
chic,10/24/1990,112,46.5,33.5,38.32041124,9.789449529,1393,autumn
chic,10/25/1990,101,40,31.75,23.46020786,11.415636,1394,autumn
chic,10/26/1990,110,41,31.125,45.16048616,6.723122888,1395,autumn
chic,10/27/1990,122,52.5,33,52.54307627,14.20009903,1396,autumn
chic,10/28/1990,114,41,28.625,20.52330727,12.6403361,1397,autumn
chic,10/29/1990,108,45.5,30.625,31.02654392,8.791467475,1398,autumn
chic,10/30/1990,138,60,48.875,57.6932783,17.25968765,1399,autumn
chic,10/31/1990,123,58,49.625,64.94661854,10.74942195,1400,autumn
chic,11/1/1990,104,60,44.125,58.30025823,22.57567184,1401,autumn
chic,11/2/1990,121,65.5,52.375,50.98930871,29.66274501,1402,autumn
chic,11/3/1990,116,59.5,51.125,47.31525924,24.49808416,1403,autumn
chic,11/4/1990,109,42,38.5,5.998268399,24.35558144,1404,autumn
